0 0 5.05025
0.25641 0 4.74231
0.512821 0 4.4859
0.769231 0 4.22949
1.02564 0 3.97308
1.28205 0 3.71667
1.53846 0 3.46026
1.79487 0 3.20385
2.05128 0 2.94744
2.30769 0 2.69103
2.5641 0 2.43462
2.82051 0 2.17821
3.07692 0 1.92179
3.33333 0 1.66538
3.58974 0 1.40897
3.84615 0 1.15256
4.10256 0 0.896154
4.35897 0 0.639744
4.61538 0 0.383333
4.87179 0 0.15097
5.12821 0 0.0259698
5.38462 0 0
5.64103 0 0
5.89744 0 0
6.15385 0 0
6.41026 0 0
6.66667 0 0
6.92308 0 0
7.17949 0 0
7.4359 0 0
7.69231 0 0
7.94872 0 0
8.20513 0 0
8.46154 0 0
8.71795 0 0
8.97436 0 0
9.23077 0 0
9.48718 0 0
9.74359 0 0
10 0 0
0 0.025641 5.04896
0.25641 0.025641 4.74105
0.512821 0.025641 4.48462
0.769231 0.025641 4.22821
1.02564 0.025641 3.9718
1.28205 0.025641 3.71538
1.53846 0.025641 3.45897
1.79487 0.025641 3.20256
2.05128 0.025641 2.94615
2.30769 0.025641 2.68974
2.5641 0.025641 2.43333
2.82051 0.025641 2.17692
3.07692 0.025641 1.92051
3.33333 0.025641 1.6641
3.58974 0.025641 1.40769
3.84615 0.025641 1.15128
4.10256 0.025641 0.894872
4.35897 0.025641 0.638462
4.61538 0.025641 0.386103
4.87179 0.025641 0.169937
5.12821 0.025641 0.0458899
5.38462 0.025641 0.00580324
5.64103 0.025641 0
5.89744 0.025641 0
6.15385 0.025641 0
6.41026 0.025641 0
6.66667 0.025641 0
6.92308 0.025641 0
7.17949 0.025641 0
7.4359 0.025641 0
7.69231 0.025641 0
7.94872 0.025641 0
8.20513 0.025641 0
8.46154 0.025641 0
8.71795 0.025641 0
8.97436 0.025641 0
9.23077 0.025641 0
9.48718 0.025641 0
9.74359 0.025641 0
10 0.025641 0
0 0.0512821 5.04766
0.25641 0.0512821 4.73978
0.512821 0.0512821 4.48333
0.769231 0.0512821 4.22692
1.02564 0.0512821 3.97051
1.28205 0.0512821 3.7141
1.53846 0.0512821 3.45769
1.79487 0.0512821 3.20128
2.05128 0.0512821 2.94487
2.30769 0.0512821 2.68846
2.5641 0.0512821 2.43205
2.82051 0.0512821 2.17564
3.07692 0.0512821 1.91923
3.33333 0.0512821 1.66282
3.58974 0.0512821 1.40641
3.84615 0.0512821 1.15
4.10256 0.0512821 0.893591
4.35897 0.0512821 0.63779
4.61538 0.0512821 0.390936
4.87179 0.0512821 0.186118
5.12821 0.0512821 0.0626798
5.38462 0.0512821 0.0134315
5.64103 0.0512821 0.00142403
5.89744 0.0512821 0
6.15385 0.0512821 0
6.41026 0.0512821 0
6.66667 0.0512821 0
6.92308 0.0512821 0
7.17949 0.0512821 0
7.4359 0.0512821 0
7.69231 0.0512821 0
7.94872 0.0512821 0
8.20513 0.0512821 0
8.46154 0.0512821 0
8.71795 0.0512821 0
8.97436 0.0512821 0
9.23077 0.0512821 0
9.48718 0.0512821 0
9.74359 0.0512821 0
10 0.0512821 0
0 0.0769231 5.04637
0.25641 0.0769231 4.73852
0.512821 0.0769231 4.48205
0.769231 0.0769231 4.22564
1.02564 0.0769231 3.96923
1.28205 0.0769231 3.71282
1.53846 0.0769231 3.45641
1.79487 0.0769231 3.2
2.05128 0.0769231 2.94359
2.30769 0.0769231 2.68718
2.5641 0.0769231 2.43077
2.82051 0.0769231 2.17436
3.07692 0.0769231 1.91795
3.33333 0.0769231 1.66154
3.58974 0.0769231 1.40513
3.84615 0.0769231 1.14872
4.10256 0.0769231 0.892391
4.35897 0.0769231 0.637857
4.61538 0.0769231 0.396778
4.87179 0.0769231 0.200336
5.12821 0.0769231 0.0774394
5.38462 0.0769231 0.0216853
5.64103 0.0769231 0.00401265
5.89744 0.0769231 0.000382114
6.15385 0.0769231 0
6.41026 0.0769231 0
6.66667 0.0769231 0
6.92308 0.0769231 0
7.17949 0.0769231 0
7.4359 0.0769231 0
7.69231 0.0769231 0
7.94872 0.0769231 0
8.20513 0.0769231 0
8.46154 0.0769231 0
8.71795 0.0769231 0
8.97436 0.0769231 0
9.23077 0.0769231 0
9.48718 0.0769231 0
9.74359 0.0769231 0
10 0.0769231 0
0 0.102564 5.04507
0.25641 0.102564 4.73726
0.512821 0.102564 4.48077
0.769231 0.102564 4.22436
1.02564 0.102564 3.96795
1.28205 0.102564 3.71154
1.53846 0.102564 3.45513
1.79487 0.102564 3.19872
2.05128 0.102564 2.94231
2.30769 0.102564 2.6859
2.5641 0.102564 2.42949
2.82051 0.102564 2.17308
3.07692 0.102564 1.91667
3.33333 0.102564 1.66026
3.58974 0.102564 1.40385
3.84615 0.102564 1.14745
4.10256 0.102564 0.89135
4.35897 0.102564 0.638607
4.61538 0.102564 0.403083
4.87179 0.102564 0.213122
5.12821 0.102564 0.0907344
5.38462 0.102564 0.0300943
5.64103 0.102564 0.00743686
5.89744 0.102564 0.00125142
6.15385 0.102564 0.000111695
6.41026 0.102564 0
6.66667 0.102564 0
6.92308 0.102564 0
7.17949 0.102564 0
7.4359 0.102564 0
7.69231 0.102564 0
7.94872 0.102564 0
8.20513 0.102564 0
8.46154 0.102564 0
8.71795 0.102564 0
8.97436 0.102564 0
9.23077 0.102564 0
9.48718 0.102564 0
9.74359 0.102564 0
10 0.102564 0
0 0.128205 5.04378
0.25641 0.128205 4.736
0.512821 0.128205 4.47949
0.769231 0.128205 4.22308
